,x,y
0,-0.7416254610578616,0.8721707211145268
1,-0.6623266820883225,0.7233739098666364
2,-0.42820942962564795,0.5371623051175796
3,-0.7381994926469411,0.7548714865532749
4,-0.5930900615452119,0.5958761014329869
5,-0.6219202729877504,0.7650501101596909
6,-0.36015290577987447,0.7389250868300083
7,-0.46252838531336316,0.7637315960922135
8,-0.5835429186314176,0.8263864373557921
9,-0.6598419187349465,0.8484314249410634
10,-0.6424495066376581,0.7937692188612064
11,-0.671073638668359,0.9406566898604486
12,-0.6299689021278737,0.7078036321596477
13,-0.5098132173777123,0.7478003851455868
14,-0.6129159076177461,0.9800189500268714
15,-0.7550198166610977,0.5776690813800978
16,-0.8838824298678016,0.8506642891473863
17,-0.7385435007084108,0.754361194952541
18,-0.4707854988311791,0.7870242196481267
19,-0.563414304380972,0.8606881968858145
20,-0.45861962524277355,0.49698347354683264
21,-0.8099317298276344,0.8604948830215005
22,-0.3022719594448695,0.6110299979484505
23,-0.8854754957182853,0.9903740073456712
24,-0.5684431229674737,0.6757697213169933
25,-0.48215442923077306,0.26946927272412274
26,-0.7362085430354692,0.8054675535843971
27,-0.4454829463385504,0.7499711955719603
28,-0.6125713113743727,0.8787653759814288
29,-0.5661691417271318,0.7269652877116272
30,-0.8192205398954249,0.7535967029606244
31,-0.3500918873003771,0.5746595783218481
32,-0.6224549503255827,0.6751211838669695
33,-0.7043188133258569,1.011665089854961
34,-0.6585911199147143,0.777138003742021
35,-0.9467078705371649,0.9065275052368664
