,x,y
0,1.8332442365590143,-0.5321718235631501
1,1.87760447935196,-0.31565182175381745
2,0.5959768362102899,-0.39753890631285344
3,2.1034074035137746,-0.33173664625877713
4,18.797797792025232,0.739536491115304
5,2.282088677515885,-0.39789148559648196
6,1.455864194064343,-0.6056950341216482
7,1.199717832461906,-0.2524700248528671
8,1.2783526011598625,-0.35940024139519716
9,1.0419808431679567,-0.12035824188850947
10,1.4021748095154616,0.34127965317385045
11,1.2816095608242426,-0.1845159442616087
12,24.87484275270516,-2.2021034039256957
13,0.7739858701596557,-0.33427526709558375
14,1.3443894994044967,-0.5506309208093545
15,1.945440241625162,-0.1556215625610503
16,0.8384008707201867,-0.23426341207651996
17,1.0708017806299177,-0.26790496246086715
18,0.038654487562768874,-0.29129071397523215
19,0.12363401024117217,-0.12723389640377447
20,2.00863766820484,-0.31088123544243396
21,1.5106423891074257,-0.40776666576540027
22,1.4588159341395412,-0.36657463628318093
23,2.2474720499606113,-0.3154728576965168
24,0.7279319849815131,-0.2176101964068881
25,1.6986671789913066,-0.4824265034979281
26,-0.582490049395198,0.12397988557917415
27,1.4162556219307922,-0.05672773739846799
28,1.6894913649297112,-0.4537067908370788
29,1.6722151802822007,-0.4689429771213606
30,1.984332271769094,-0.4704409479420341
31,1.042737379174258,-0.16867897693473277
32,1.7201191356003873,0.05001195588240173
33,0.32071409878622764,-0.011546301782847379
34,1.8556981992982775,-0.016954011744482383
35,1.4523217979929683,-0.350726851829162
