,x,y
0,1.143523775528502,0.537629962349415
1,0.9365463351216917,0.5470318967595543
2,0.6248572668079714,0.5553955080221581
3,0.6108627058421372,0.6778261984495478
4,0.810308792215445,0.7067074557079085
5,1.0847835811861655,0.386195815795091
6,0.774457800840367,0.6844887525389312
7,1.296469704439061,0.3925407369235574
8,0.8204334848266666,0.21676812510571336
9,0.7795680233417447,0.6692217565338031
10,0.8348289869675298,0.6352374395940779
11,0.858849654378832,0.7728616793961233
12,0.7646769154363229,0.40948626938074306
13,0.7853326465298017,0.5016579265436019
14,0.8190785043289163,0.44118937316275275
15,1.0628783390247112,0.6355207966366881
16,0.658103485427774,0.923457062642415
17,0.6333114103383171,0.5887728983955484
18,0.7829856274439637,0.48136452355445114
19,0.6639214932637294,0.3425566401176287
20,0.6503299794467005,0.42055136542689275
21,0.7083819079761661,0.39261723502287665
22,0.8323762856213756,0.4768470299473946
23,0.6158998730494818,0.3453785910635363
24,0.6142517008753923,0.29916957522024534
25,0.8679272648098374,0.7312557135957408
26,0.7856975026072173,0.5217344225011284
27,0.440574310182956,0.45995393712803395
28,0.48315230084693245,0.388996313038003
29,0.6136108295850548,0.6512274183525916
30,0.4637288039889325,0.5440031392733995
31,0.6034389198891592,0.6800557023193126
32,0.7658130853925393,0.35077308526844236
33,0.8826000434466533,0.5627520873407965
34,0.619680470297467,0.4809551238526309
35,0.7072060223040542,0.6284609060062369
